127.0.0.1 - - [27/May/2021:11:49:23 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /nicdcp_frontend/ HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /nicdcp_frontend/login.jsp HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /nicdcp_frontend/image/NIC-DCP.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /nicdcp_frontend/css/nicdcp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /nicdcp_frontend/image/userID.png HTTP/1.1" 200 1780
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /nicdcp_frontend/image/userPWD.png HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "POST /nicdcp_frontend/login.do HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/dashboard.do HTTP/1.1" 200 6587
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/image/config.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/image/safe.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/image/refresh.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/image/performance.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/image/refresh-grey.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:27 +0900] "GET /nicdcp_frontend/image/more.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:29 +0900] "GET /nicdcp_frontend/step1.jsp HTTP/1.1" 200 3605
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:29 +0900] "GET /nicdcp_frontend/image/next.png HTTP/1.1" 200 1363
0:0:0:0:0:0:0:1 - - [27/May/2021:11:49:31 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:06 +0900] "GET /nicdcp_frontend/ HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:06 +0900] "GET /nicdcp_frontend/login.jsp HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:12 +0900] "POST /nicdcp_frontend/login.do HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:12 +0900] "GET /nicdcp_frontend/dashboard.do HTTP/1.1" 200 6587
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:17 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:17 +0900] "GET /nicdcp_frontend/image/graph2.png HTTP/1.1" 200 28437
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:17 +0900] "GET /nicdcp_frontend/image/graph.png HTTP/1.1" 200 40599
0:0:0:0:0:0:0:1 - - [27/May/2021:13:00:18 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:18:59 +0900] "GET /nicdcp_frontend/ HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [27/May/2021:13:18:59 +0900] "GET /nicdcp_frontend/login.jsp HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:03 +0900] "POST /nicdcp_frontend/login.do HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:03 +0900] "GET /nicdcp_frontend/dashboard.do HTTP/1.1" 200 6587
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:05 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:31 +0900] "GET /nicdcp_frontend/ HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:31 +0900] "GET /nicdcp_frontend/login.jsp HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:35 +0900] "POST /nicdcp_frontend/login.do HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:35 +0900] "GET /nicdcp_frontend/dashboard.do HTTP/1.1" 200 6587
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:37 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:19:37 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:20:15 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:20:15 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:20:17 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:20:17 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:20:17 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:20:18 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:24:16 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:24:33 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:24:34 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:24:34 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:24:34 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:25:00 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:25:23 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:25:27 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:27:48 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:06 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:06 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:06 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:06 +0900] "GET /nicdcp_frontend/report.do HTTP/1.1" 200 7222
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:06 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:13 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:22 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:26 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:38 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:31:41 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:34:24 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:34:32 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:17 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:17 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:17 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:19 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:34 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:34 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:35 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:35:35 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:36:01 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:36:01 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:36:01 +0900] "GET /nicdcp_frontend/learningList.do HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/May/2021:13:36:01 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:36:23 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
0:0:0:0:0:0:0:1 - - [27/May/2021:13:36:24 +0900] "GET /nicdcp_frontend/transaction.do HTTP/1.1" 200 6308
